scr_selcode,sub_id3,cname,credit,scj_scr_mso,scr_examid,scr_examfn,scr_exambf,cls_name,scr_period,precnt,acptcnt,note,unt_ls,cls_id,sub_id,scr_dup,year,sms,deptId,courseid,tname,cid,tid,populartiy,ct,course_id,score
3241,GTEA001,教學學習實務(一),0.0,選修,否,否,否,通識教育中心綜合班,(五)00     未排教室 林俞佑,60.0,1.0,,3900,GE00101,96202,1,107,1,GE,1071GE0010196202001,['林俞佑'],1,2,0.016666666666666666,1_2,4beaeb9cadcfa1de878b09229f186d33185a59231eb81ba7bdf65b40995053190e483db2a9c91c2e,
3244,CHIN168,大學國文(一),2.0,必修,否,否,否,國際生不分系一年級,(一)03-04 人202 (三)08-10 人504 姚蘭,40.0,43.0,僅限全校國際生大一不分系學士班學生選課,3901,GE01110,04276,1,107,1,GE,1071GE0111004276001,['姚蘭'],4,191,1.0,4_191,4beaeb9cadcfa1decdf16fadc07d7296532af778ef114215ac81a6729f5159030e483db2a9c91c2e,"語文素養檢測10%(筆試)
期中分組作業20%(簡報)
個人寫作20%
平時表現30%
期末會考20%(筆試)
加分機制:上限3分(專題演講、藝文活動1分/場)"
3246,GBSP101,社會實踐,1.0,必修,否,否,否,國際生不分系一年級,(三)07     商107 何景榮,40.0,43.0,僅限全校國際生大一不分系學士班學生選課,3901,GE01110,19997,1,107,1,GE,1071GE0111019997001,['何景榮'],259,1182,1.0,259_1182,4beaeb9cadcfa1decdf16fadc07d7296f22861d2ebd4f75c19219a126b9f7ef40e483db2a9c91c2e,"1. 至少四次上課點名，每次佔學期總成績五分。總計佔學期總成績20%。
2. 觀看社會實踐相關影片的個人心得報告一份，佔學期總成績20%。
3. 於規定時間內完成分組任務並上繳組員名單(包含組員科系)，佔學期總成績10%。
4. 於規定時間內繳交期末團體報告題目並決定報告日期，佔學期總成績10%。
5. 團體口頭報告，佔學期總成績20%。
6. 團體報告電子檔，佔學期總成績20%。
7. 上課發言或主動回答老師的問題，每次加1分，沒有上限。"
3248,PMP101,溝通表達技巧(一),3.0,必修,否,否,否,國際生不分系一年級,(三)02-04 人707 王淑真,40.0,43.0,僅限全校國際生大一不分系學士班學生選課,3901,GE01110,50229,1,107,1,GE,1071GE0111050229001,['王淑真'],7,785,1.0,7_785,4beaeb9cadcfa1decdf16fadc07d7296f2729c7b0956e228c0352e447cecc64f0e483db2a9c91c2e,"In-class activities 25% (Attendance, quizzes, classroom tasks, etc.)
Assignments 15% (Observations, diaries, oral reports etc.) 
Midterm presentation 30% 
Final presentation 30%"
3256,GHUL220,文學與生活,2.0,選修,否,否,否,國際生不分系一年級,(二)03-04 資電107 鐘文伶,40.0,41.0,僅限全校國際生大一不分系學士班學生選課,3901,GE01110,GH044,1,107,1,GE,1071GE01110GH044001,['鐘文伶'],15,520,1.0,15_520,4beaeb9cadcfa1decdf16fadc07d729649490ba4034944dd4f683da0988dea800e483db2a9c91c2e,"1、出席率(含課堂實作) ：30%（若缺課5次，出席分數以0分計算。）
2、期中成績：40%(含小組考試與個人DIY作品)
3、期末小組專題發表：30%(擇定報告主題，需先與教師商訂，需繳交PPT與上傳作業)"
3257,GHUR302,台灣民間信仰,2.0,選修,否,否,否,國際生不分系一年級,(五)03-04 人702 (六)02-04 人702 王惠鈴,40.0,41.0,僅限全校國際生大一不分系學士班學生選課,3901,GE01110,GH209,1,107,1,GE,1071GE01110GH209001,['王惠鈴'],969,11,1.0,969_11,4beaeb9cadcfa1decdf16fadc07d729649490ba4034944dd769eff1687c2dff60e483db2a9c91c2e,"作業與上課表現20%
Assignment & class practice 20%
出席20%(出席點名:一律開iLearn點名，上課遲到10分鐘即算缺席，缺席請至MYFCU請假，請假一節扣3分，曠課一節扣5分，1/7截止，100分倒扣，扣完為止，請公假、喪假者，不扣分)
30% attendance (Doing the roll call with iLearn every class. Late for 10 minutes as absent. Please ask for leave with MYFCU. Deduct 3 points if you ask for a leave with the MYFCU, and deducted 5 points if you didn’t. The deadline of ask for leave is January 7th. You have 100 points in this session. If you took official leave or funeral leave, you won’t be deducted points.)
期中報告20%
mid-term report  20%
期末表演20%
Final performance 20%
週六華語加強班20%
Chinese on Weekend 20%"
4469,GSOC207,管理面面觀,2.0,選修,否,否,否,國際生不分系一年級,(四)08-09 資電B06 曾欽正,50.0,42.0,,3901,GE01110,GS045,1,107,1,GE,1071GE01110GS045001,['曾欽正'],1028,261,0.84,1028_261,4beaeb9cadcfa1decdf16fadc07d729649490ba4034944dd077b3b8b8c64ec4f0e483db2a9c91c2e,
1401,COE110,計算機概論,2.0,必修,否,否,否,纖複一甲,(四)01     資電108 (四)02     資電125(電腦實習室) 楊孝淳,5.0,57.0, ,4008,CE05111,27400,1,107,1,CE,1071CE0511127400001,['楊孝淳'],18,41,1.0,18_41,4beaeb9cadcfa1de4b70669152bbc13679c06c2f1dc1c54e84e4035aee6b1eac0e483db2a9c91c2e,
1413,COE110,計算機概論,2.0,必修,否,否,否,纖複一乙,(一)03     工416 (一)04     行政二館104-電腦實室 陳佑全,5.0,54.0, ,4008,CE05112,27400,1,107,1,CE,1071CE0511227400001,['陳佑全'],18,48,1.0,18_48,4beaeb9cadcfa1de4b70669152bbc1367d3bb189e6ca05cd84e4035aee6b1eac0e483db2a9c91c2e,"midterm exam 期中25％ Nov 30 不可用手機 不可翻書 
final report 期末報告 25％  
others 其他50％ 平行授課、出席、練習、作業
補考: (1)需附 教學醫院診斷證明書 (非就醫證明)  (2) 透過學校正式請假   (3)成績打6折  (4)題目較難 (5) 第一題: 我為何補考"
1426,FCME238,紗線製程(一),3.0,必修,否,否,否,纖複二甲,(二)02-04 工416 蔡宜壽,70.0,48.0, ,4008,CE05121,45512,1,107,1,CE,1071CE0512145512001,['蔡宜壽'],28,28,0.6857142857142857,28_28,4beaeb9cadcfa1de4b70669152bbc136787afb19a145abec55e1f0b4bd2336490e483db2a9c91c2e,"(1) Midterm exam: 40 %
(2) Final exam : 30%
(3) Others：30%"
1440,COE219,有機化學(二),2.0,選修,否,否,否,纖複二甲,(三)06-07 語103 廖盛焜,60.0,58.0,,4008,CE05121,16801,1,107,1,CE,1071CE0512116801001,['廖盛焜'],33,1036,0.9666666666666667,33_1036,4beaeb9cadcfa1de4b70669152bbc1363cb18923b8f591a4da945baffbcd46be0e483db2a9c91c2e,-1
1442,UNIV902,班級活動,0.0,必修,否,否,否,纖複三甲,(一)09     語203 鄭國彬,60.0,49.0, ,4008,CE05131,00001,1,107,1,CE,1071CE0513100001001,['鄭國彬'],2,26,0.8166666666666667,2_26,4beaeb9cadcfa1de4b70669152bbc136cd7f5301f785715b25c90b1de75a67250e483db2a9c91c2e,
1446,FCME393,熱力學,3.0,必修,否,否,否,纖複三甲,(一)02     語306 (四)03-04 工305 陳協志,70.0,44.0, ,4008,CE05131,68050,1,107,1,CE,1071CE0513168050001,['陳協志'],37,16,0.6285714285714286,37_16,4beaeb9cadcfa1de4b70669152bbc136abaf465aaac3e4ce6767dc6dc8c7beab0e483db2a9c91c2e,"midterm exam期中30％ Nov 16 不可用手機 不可翻書 
final exam期末40％ Jan 18 不可用手機 不可翻書   
others 其他30％ 出席、練習、作業
補考: (1)需附 教學醫院診斷證明書 (非就醫證明)  (2) 透過學校正式請假   (3)成績打6折  (4)題目較難 (5) 第一題: 我為何補考"
1447,FCME311,纖維物理(一),2.0,必修,否,否,否,纖複三甲,(二)08-09 工305 陳協志,70.0,58.0, ,4008,CE05131,77006,1,107,1,CE,1071CE0513177006001,['陳協志'],38,16,0.8285714285714286,38_16,4beaeb9cadcfa1de4b70669152bbc13670b8eecd25761d6897b044f7f95ab0760e483db2a9c91c2e,
1448,FCME350,纖維染色學,2.0,必修,否,否,否,纖複三甲,(一)03-04 語306 廖盛焜,65.0,57.0, ,4008,CE05131,77032,1,107,1,CE,1071CE0513177032001,['廖盛焜'],39,1036,0.8769230769230769,39_1036,4beaeb9cadcfa1de4b70669152bbc13670b8eecd25761d6806aeb6869ec261ce0e483db2a9c91c2e,"(1) Homework assignment: 10%
(2) Reading assignment: 20% 
(3) Midterm exam (3 exams): 40% 
(4) Final exam: 30%
1.考試（Exam 1、Exam 2）：
期中、期末考均配合學校考試時程。內容包含所有講授內容與參考書中部分教材。小考時間均已排定在課程進度表中，目的在培養學生平時複習的學習習慣。
2.指定閱讀（reading assignment）：
指定閱讀部分主要來自其他相關閱讀之參考期刊資料。藉由指定閱讀，學生應能瞭解纖維染整工程對各類型染料與纖維染色行為之相關特性的影響。指定閱讀以書面報告及口頭報告方式進行。"
1450,UNIV902,班級活動,0.0,必修,否,否,否,纖複三乙,(一)09     語205 石天威,60.0,49.0, ,4008,CE05132,00001,1,107,1,CE,1071CE0513200001001,['石天威'],2,31,0.8166666666666667,2_31,4beaeb9cadcfa1de4b70669152bbc136859defefd9939fa225c90b1de75a67250e483db2a9c91c2e,
1465,UNIV902,班級活動,0.0,必修,否,否,否,纖複四甲,(一)09     語407 黃建霖,100.0,93.0,,4008,CE05141,00001,1,107,1,CE,1071CE0514100001001,['黃建霖'],2,30,0.93,2_30,4beaeb9cadcfa1de4b70669152bbc1365733a596934dd8d825c90b1de75a67250e483db2a9c91c2e,-1
1285,UNIV902,班級活動,0.0,必修,否,否,否,機電一甲,"(一)08     語205 袁長安,陳秋宏",60.0,53.0, ,4009,CE04111,00001,1,107,1,CE,1071CE0411100001001,['袁長安'],2,1037,0.8833333333333333,2_1037,4beaeb9cadcfa1de11a6e46c46f0c086896268bc87315e9f25c90b1de75a67250e483db2a9c91c2e,班會出席
1290,COE110,計算機概論,2.0,必修,否,否,否,機電一甲,(二)06-07 工319(電腦實習室) 劉明山,5.0,52.0, ,4009,CE04111,27400,1,107,1,CE,1071CE0411127400001,['劉明山'],18,61,1.0,18_61,4beaeb9cadcfa1de11a6e46c46f0c08679c06c2f1dc1c54e84e4035aee6b1eac0e483db2a9c91c2e,"講義授課
上機演練
作業
期中考
期末考
點名"
1312,COE110,計算機概論,2.0,必修,否,否,否,機電一丙,(三)09-10 行政二館104-電腦實室 袁長安,5.0,54.0, ,4009,CE04113,27400,1,107,1,CE,1071CE0411327400001,['袁長安'],18,1037,1.0,18_1037,4beaeb9cadcfa1de11a6e46c46f0c0867bd1d43097c0914b84e4035aee6b1eac0e483db2a9c91c2e,"課堂作業+點名  50％
期中考  20％
期末考  20％ 
APP大作業 10％"
1318,UNIV902,班級活動,0.0,必修,否,否,否,機電二甲,(一)08     語101 劉顯光,60.0,53.0, ,4009,CE04121,00001,1,107,1,CE,1071CE0412100001001,['劉顯光'],2,56,0.8833333333333333,2_56,4beaeb9cadcfa1de11a6e46c46f0c0861c79d07e11980bdc25c90b1de75a67250e483db2a9c91c2e,
1321,COE201,材料力學(一),3.0,必修,否,否,否,機電二甲,(四)02-04 語101 袁長安,75.0,62.0, ,4009,CE04121,19460,1,107,1,CE,1071CE0412119460001,['袁長安'],34,1037,0.8266666666666667,34_1037,4beaeb9cadcfa1de11a6e46c46f0c0863cb18923b8f591a4487cc2271484f2160e483db2a9c91c2e,"平時（平時作業、小考、出席等）：30％
分組大作業：10％
期中考：30％
期末考：30％"
1325,UNIV902,班級活動,0.0,必修,否,否,否,機電二乙,(一)08     語303 張文政,60.0,55.0, ,4009,CE04122,00001,1,107,1,CE,1071CE0412200001001,['張文政'],2,74,0.9166666666666666,2_74,4beaeb9cadcfa1de11a6e46c46f0c08607c92a15f44dcb0a25c90b1de75a67250e483db2a9c91c2e,課程參與、小組訪談
1327,MCAE209,工程材料學(一),2.0,必修,否,否,否,機電二乙,(二)06-07 語104 戴國政,75.0,53.0, ,4009,CE04122,04102,1,107,1,CE,1071CE0412204102001,['戴國政'],53,97,0.7066666666666667,53_97,4beaeb9cadcfa1de11a6e46c46f0c08607c92a15f44dcb0a01d336c6cceeecf30e483db2a9c91c2e,
1332,UNIV902,班級活動,0.0,必修,否,否,否,機電二丙,(一)08     語207 劉明山,60.0,54.0, ,4009,CE04123,00001,1,107,1,CE,1071CE0412300001001,['劉明山'],2,61,0.9,2_61,4beaeb9cadcfa1de11a6e46c46f0c086343b19fa1cd4073f25c90b1de75a67250e483db2a9c91c2e,
1352,MCAE305,機械工程實驗(一),1.0,必修,否,否,否,機電三乙,(四)07-09 科航205 袁長安,75.0,54.0, ,4009,CE04132,70651,1,107,1,CE,1071CE0413270651001,['袁長安'],62,1037,0.72,62_1037,4beaeb9cadcfa1de11a6e46c46f0c08606eccae2976927bce074be1f35898feb0e483db2a9c91c2e,
1354,COE205,流體力學,3.0,必修,否,否,否,機電三丙,(三)02-04 科航204 林孟儒,75.0,62.0, ,4009,CE04133,35300,1,107,1,CE,1071CE0413335300001,['林孟儒'],57,66,0.8266666666666667,57_66,4beaeb9cadcfa1de11a6e46c46f0c086f6b3c4b1a2a7782d4f4cb26b81ed9d3b0e483db2a9c91c2e,"Homework and quiz 40%
midterm exam 30%
final exam 30%"
1494,UNIV902,班級活動,0.0,必修,否,否,否,工業一甲,"(一)09     工303 楊士霆,王姿惠",60.0,51.0, ,4010,CE06111,00001,1,107,1,CE,1071CE0611100001001,['楊士霆'],2,1040,0.85,2_1040,4beaeb9cadcfa1dead10a3e4bb8ef369896268bc87315e9f25c90b1de75a67250e483db2a9c91c2e,
1512,UNIV902,班級活動,0.0,必修,否,否,否,工業二甲,(一)09     語101 林暘桂,60.0,49.0, ,4010,CE06121,00001,1,107,1,CE,1071CE0612100001001,['林暘桂'],2,109,0.8166666666666667,2_109,4beaeb9cadcfa1dead10a3e4bb8ef3691c79d07e11980bdc25c90b1de75a67250e483db2a9c91c2e,
1519,UNIV902,班級活動,0.0,必修,否,否,否,工業二乙,(二)05     語103 郭修暐,60.0,49.0, ,4010,CE06122,00001,1,107,1,CE,1071CE0612200001001,['郭修暐'],2,117,0.8166666666666667,2_117,4beaeb9cadcfa1dead10a3e4bb8ef36907c92a15f44dcb0a25c90b1de75a67250e483db2a9c91c2e,"1.本課程採P (Pass)及I (Incomplete)制度
(1)出席每堂班級活動課者，本課程成績為取得維”P”。若無法出席應依請假規定，完成請假手續。
(2)若未出席班級活動課所指訂之單元、並於學期末未完成補救措施者，於學期末成績註記”I”。
所謂”補救措施”，如進行該議題之經驗分享、或於規定期間完成書面回饋單等方式，或由導師指定。

2.操行成績
(1)主動爭取辦理班級相關活動且完成之，每次加領導者1分，合作團隊隊員每名0.5分。
(2)帶領讀書會經驗分享，每次加領導者1分，合作團隊每名0.5分。
(3)積極爭取並擔任榮譽小老師並予以實施者，加1分。
(4)擔任班代並獲同學肯定者加2分，輔助班代之班級幹部並獲同學肯定者加1分。

備註：依據「學生操行成績評定及核算要點」第四條辦理，導師按照學生之行為舉止、學習精神、氣度儀態、生活習慣、領導熱忱、服務合群等六大項，可加減一至四分，做為學生操行成績評定標準。"
1530,INEN307,生產與作業管理,3.0,必修,否,否,否,工業三甲,(一)07-09 工305 陳正芳,60.0,48.0, ,4010,CE06131,12260,1,107,1,CE,1071CE0613112260001,['陳正芳'],85,130,0.8,85_130,4beaeb9cadcfa1dead10a3e4bb8ef3690ded95b1cf4c2024a9c107925fdc2d2f0e483db2a9c91c2e,"作業,書面報告,口頭報告"
1533,GBEN101,專業外語,2.0,必修,否,否,否,工業三甲,(三)08-09 語103 莫非,60.0,50.0, ,4010,CE06131,43034,1,107,1,CE,1071CE0613143034001,['莫非'],88,317,0.8333333333333334,88_317,4beaeb9cadcfa1dead10a3e4bb8ef3691ea2b96c2107d70a0533ee65a0451c900e483db2a9c91c2e,"課堂參與 25% （出缺席、課堂練習）
作業 20% （履歷寫作 10%，email寫作10%）
期中考 25% （模擬求職面試）
期末考 30% （期末簡報 + Q&A）"
1540,INEN321,管理資訊系統,3.0,選修,否,否,否,工業三甲,(三)02-04 工305 楊士霆,60.0,40.0,,4010,CE06131,63250,1,107,1,CE,1071CE0613163250001,['楊士霆'],1295,1040,0.6666666666666666,1295_1040,4beaeb9cadcfa1dead10a3e4bb8ef369abaf465aaac3e4ceaca1774a8dd5803f0e483db2a9c91c2e,-1
1541,INEN343,供應鏈管理導論,3.0,選修,否,否,否,工業三甲,(三)07-09 語204 王宏鍇,60.0,44.0,,4010,CE06131,80684,1,107,1,CE,1071CE0613180684001,['王宏鍇'],91,1041,0.7333333333333333,91_1041,4beaeb9cadcfa1dead10a3e4bb8ef369b89f2a593777fcb83743eab096a0b0e60e483db2a9c91c2e,-1
1542,UNIV902,班級活動,0.0,必修,否,否,否,工業四甲,(三)05     工303 林棋瑋,60.0,50.0, ,4010,CE06141,00001,1,107,1,CE,1071CE0614100001001,['林棋瑋'],2,111,0.8333333333333334,2_111,4beaeb9cadcfa1dead10a3e4bb8ef3695733a596934dd8d825c90b1de75a67250e483db2a9c91c2e,
1666,COE110,計算機概論,2.0,必修,否,否,否,化工一甲,(三)03-04 資電125(電腦實習室) 袁維勵,2.0,55.0, ,4011,CE08111,27400,1,107,1,CE,1071CE0811127400001,['袁維勵'],18,137,1.0,18_137,4beaeb9cadcfa1dec74591248035d36179c06c2f1dc1c54e84e4035aee6b1eac0e483db2a9c91c2e,"1.學期成績計算及權重標準如下
  a.學科成績測驗    40%
  b.出席率          10%
  c.平時作業及報告  50%
2.考試
學科成績測驗共含兩次考試。期中、期末考均配合學校考試時程。目的在培養學生平時複習的學習習慣，內容包含所有講授內容與補充教材資料部分教材。
3.出席率
課堂中以隨堂測驗的方式點名，期末結算成績時，全勤者:作業成績刪除最差一次，再與其他成績結算。非全勤者:所有作業成績平均，與其他成績結算。
4.平時作業及報告
每次作業會挑選幾位作業優良同學額外加分。平時課堂中回答問題適切者及上台報告優良者會做額外加分。"
1686,UNIV902,班級活動,0.0,必修,否,否,否,化工二甲,(一)06-07 理407 陳奎佑,65.0,55.0, ,4011,CE08121,00001,1,107,1,CE,1071CE0812100001001,['陳奎佑'],2,134,0.8461538461538461,2_134,4beaeb9cadcfa1dec74591248035d3611c79d07e11980bdc25c90b1de75a67250e483db2a9c91c2e,
1687,COE211,工程數學(一),3.0,必修,否,否,否,化工二甲,(一)03     學519 (二)03-04 學519 林永森,80.0,42.0, ,4011,CE08121,02270,1,107,1,CE,1071CE0812102270001,['林永森'],25,1042,0.525,25_1042,4beaeb9cadcfa1dec74591248035d3611c79d07e11980bdc6f50c8b9bef8af5e0e483db2a9c91c2e,
1693,UNIV902,班級活動,0.0,必修,否,否,否,化工二乙,(一)06-07 學319 朱侯憲,65.0,55.0, ,4011,CE08122,00001,1,107,1,CE,1071CE0812200001001,['朱侯憲'],2,144,0.8461538461538461,2_144,4beaeb9cadcfa1dec74591248035d36107c92a15f44dcb0a25c90b1de75a67250e483db2a9c91c2e,
1702,UNIV902,班級活動,0.0,必修,否,否,否,化工三甲,(二)06-07 學319 簡彰胤,65.0,53.0, ,4011,CE08131,00001,1,107,1,CE,1071CE0813100001001,['簡彰胤'],2,135,0.8153846153846154,2_135,4beaeb9cadcfa1dec74591248035d361cd7f5301f785715b25c90b1de75a67250e483db2a9c91c2e,
1705,CHE302,物理化學實驗(一),1.0,必修,否,否,否,化工三甲,(三)02-04 工502 簡彰胤,65.0,53.0, ,4011,CE08131,22601,1,107,1,CE,1071CE0813122601001,['簡彰胤'],105,135,0.8153846153846154,105_135,4beaeb9cadcfa1dec74591248035d36103c50480377bb11c0caedbffecc7ec910e483db2a9c91c2e,
1721,UNIV902,班級活動,0.0,必修,否,否,否,化工四乙,(二)06     學104 曾怡享,70.0,59.0, ,4011,CE08142,00001,1,107,1,CE,1071CE0814200001001,['曾怡享'],2,20,0.8428571428571429,2_20,4beaeb9cadcfa1dec74591248035d3617d17b992141e4bf225c90b1de75a67250e483db2a9c91c2e,
1958,AERO105,APPS程式設計,1.0,必修,否,否,否,航太一甲,(四)01-02 忠611(電腦實習室) 張淵仁,2.0,60.0, ,4016,CE13111,99393,1,107,1,CE,1071CE1311199393001,['張淵仁'],118,172,1.0,118_172,4beaeb9cadcfa1de2349f196d92cf80e798286849950b925116c514941ec9e7a0e483db2a9c91c2e,"平時出缺席30%,平時作業30%,期末實作報告40%"
1964,AERO104,計算機程式語言,2.0,必修,否,否,否,航太一乙,(四)06-07 行政二館105-電腦實室 張淵仁,0.0,56.0, ,4016,CE13112,27201,1,107,1,CE,1071CE1311227201001,['張淵仁'],116,172,1.0,116_172,4beaeb9cadcfa1de2349f196d92cf80e7d3bb189e6ca05cddadbf937ed0db3a80e483db2a9c91c2e,"期中考 30%
期末考 40%
平時成績 30% (作業 15%、出席率 15%)"
1970,UNIV902,班級活動,0.0,必修,否,否,否,航太二甲,(一)06-07 語307 郭文雄,61.0,63.0, ,4016,CE13121,00001,1,107,1,CE,1071CE1312100001001,['郭文雄'],2,167,1.0,2_167,4beaeb9cadcfa1de2349f196d92cf80e1c79d07e11980bdc25c90b1de75a67250e483db2a9c91c2e,
1976,UNIV902,班級活動,0.0,必修,否,否,否,航太二乙,(一)06-07 科航202 鄭仙志,60.0,62.0, ,4016,CE13122,00001,1,107,1,CE,1071CE1312200001001,['鄭仙志'],2,177,1.0,2_177,4beaeb9cadcfa1de2349f196d92cf80e07c92a15f44dcb0a25c90b1de75a67250e483db2a9c91c2e,
2007,AERO405,太空動力學,2.0,必修,否,否,否,航太四甲,(二)06-07 科航203 謝宗翰,60.0,56.0, ,4016,CE13141,09175,1,107,1,CE,1071CE1314109175001,['謝宗翰'],133,188,0.9333333333333333,133_188,4beaeb9cadcfa1de2349f196d92cf80e5733a596934dd8d855c8b7cb856152250e483db2a9c91c2e,"1. Midterm Exam(期中考) 30%
2. Final Exam(期末考) 30%
3. Homework(作業) 20%
5-8次作業
指定後下一週同時段課前繳交
禁止抄襲與複製
4. Class Participation(平時成績) 20%
學習態度(全班整體表現)
教室內手機靜音或關機
出席點名(禁止代簽)"
2140,COE103,工程圖學(一),1.0,必修,否,否,否,精密系統一學位學程,(一)06-08 工319(電腦實習室) 郭宏賓,5.0,57.0, ,4021,CE26110,01251,1,107,1,CE,1071CE2611001251001,['郭宏賓'],50,1047,1.0,50_1047,4beaeb9cadcfa1de887c2df73bf97927532af778ef1142156570fea0fce037b80e483db2a9c91c2e,
2144,PSD111,程式設計與應用,3.0,必修,否,否,否,精密系統一學位學程,(三)08-10 忠611(電腦實習室) 蔡鈺鼎,5.0,63.0, ,4021,CE26110,49172,1,107,1,CE,1071CE2611049172001,['蔡鈺鼎'],139,107,1.0,139_107,4beaeb9cadcfa1de887c2df73bf979278612856e87aa543adb07d1148f2dea9a0e483db2a9c91c2e,作業30%、期中考30%、期末考30%、平時成績10%
2149,UNIV902,班級活動,0.0,必修,否,否,否,精密系統二學位學程,(一)09-10 人B119A 徐瑞宏,60.0,45.0, ,4021,CE26120,00001,1,107,1,CE,1071CE2612000001001,['徐瑞宏'],2,195,0.75,2_195,4beaeb9cadcfa1de887c2df73bf97927a4d55b4a4b91064a25c90b1de75a67250e483db2a9c91c2e,
2156,PSD381,綠色產品設計,3.0,選修,否,否,否,精密系統二學位學程,(一)06-08 人404 康有評,60.0,60.0, ,4021,CE26120,71990,1,107,1,CE,1071CE2612071990001,['康有評'],145,200,1.0,145_200,4beaeb9cadcfa1de887c2df73bf9792758d0aa583c0d8c4ad01ba747f1f4c1a00e483db2a9c91c2e,"平時30%:
   1.學習態度(上課表現和出席率) 10% 
   2.綠色產品設計分組議題討論20% (小組長評定10%)
期中30%:
   3.綠色產品提案分組報告/書面報告 (10/29) 30%
期末40%:
   4.綠色能源/綠色系統分組報告/書面報告 (11/26) 20%
   5.設計修正後演練報告 (12/17) 10%
   6.綠色產品成果報告/書面報告 (1/3) 10%
 加分項: 參與全國性創意設計相關競賽(提案:外加2%，入圍以上:外加5% )"
2161,PSD301,製造學,3.0,必修,否,否,否,精密系統三學位學程,(二)02-04 語401 康有評,60.0,55.0, ,4021,CE26130,64000,1,107,1,CE,1071CE2613064000001,['康有評'],149,200,0.9166666666666666,149_200,4beaeb9cadcfa1de887c2df73bf979277797a65e7ffc7087b6d35340227e73510e483db2a9c91c2e,"1.學習態度(上課表現和出席率) 10% 
2.平時考(2次): 20%
3.期中考: 30%
4.期末分組報告: 40% (含小組長評定: 10%)"
47,COB421,教學學習實務(一),0.0,選修,否,否,否,商學院綜合班,(五)00     未排教室 江向才,100.0,96.0,,4100,CB00101,96202,1,107,1,CB,1071CB0010196202001,['江向才'],1,254,0.96,1_254,4beaeb9cadcfa1de16abb00b1206467e185a59231eb81ba7bdf65b40995053190e483db2a9c91c2e,
80,COB102,資訊網路,2.0,選修,否,否,否,會計一甲,(三)11-12 資電234 李榮三,55.0,41.0,,4101,CB01111,79960,1,107,1,CB,1071CB0111179960001,['李榮三'],164,578,0.7454545454545455,164_578,4beaeb9cadcfa1de36b594d16c17777f08ec489392a61db41b8988bbde4722990e483db2a9c91c2e,-1
142,ACCT465,內部控制與鑑識會計,3.0,選修,否,否,否,會計四甲,(四)06-08 商201 王慕凡,84.0,18.0,,4101,CB01141,08801,1,107,1,CB,1071CB0114108801001,['王慕凡'],185,255,0.21428571428571427,185_255,4beaeb9cadcfa1de36b594d16c17777f5733a596934dd8d81356ee9fdb570c310e483db2a9c91c2e,-1
144,ACCT469,暑期校外專業實習(一),1.0,選修,否,否,否,會計四甲,(日)05     未排教室 王智弘,60.0,2.0,,4101,CB01141,44453,1,107,1,CB,1071CB0114144453001,['王智弘'],186,272,0.03333333333333333,186_272,4beaeb9cadcfa1de36b594d16c17777f9083ffbf37b24baa01ccc703ddb68cc10e483db2a9c91c2e,-1
145,ACCT470,暑期校外專業實習(二),2.0,選修,否,否,否,會計四甲,(日)03-04 未排教室 王智弘,60.0,2.0,,4101,CB01141,44454,1,107,1,CB,1071CB0114144454001,['王智弘'],187,272,0.03333333333333333,187_272,4beaeb9cadcfa1de36b594d16c17777f9083ffbf37b24baab0ed7b378e71ce1d0e483db2a9c91c2e,-1
2625,ECON101P,經濟學(一)實習,0.0,必修,否,否,否,企管一乙,(三)03-04 語105 賴鐘惠,84.0,83.0,須隨班修習「經濟學(一)」正課,4102,CM01112,57553,1,107,1,CB,1071CM0111257553001,['賴鐘惠'],11,1020,0.9880952380952381,11_1020,4beaeb9cadcfa1ded7ec503848d7fcbb11315ccf576e9b0a175d6b073ae8bbdb0e483db2a9c91c2e,
2630,UNIV902,班級活動,0.0,必修,否,否,否,企管二甲,(四)06-07 商203 曾欽正,80.0,74.0, ,4102,CM01121,00001,1,107,1,CB,1071CM0112100001001,['曾欽正'],2,261,0.925,2_261,4beaeb9cadcfa1ded7ec503848d7fcbb1c79d07e11980bdc25c90b1de75a67250e483db2a9c91c2e,
2644,MGT332,商業軟體應用(二),3.0,選修,否,否,否,企管二甲,(二)11-13 商301(電腦實習室) 王淑娟,60.0,57.0, ,4102,CM01121,31292,1,107,1,CB,1071CM0112131292001,['王淑娟'],195,1057,0.95,195_1057,4beaeb9cadcfa1ded7ec503848d7fcbb549d3a0e712e2b0fe5bc9fe738ec41d60e483db2a9c91c2e,-1
2635,UNIV902,班級活動,0.0,必修,否,否,否,企管二乙,(四)06-07 商305 仇介民,70.0,70.0, ,4102,CM01122,00001,1,107,1,CB,1071CM0112200001001,['仇介民'],2,265,1.0,2_265,4beaeb9cadcfa1ded7ec503848d7fcbb07c92a15f44dcb0a25c90b1de75a67250e483db2a9c91c2e,班級活動參與及班會出席
2638,STAT101,統計學(一),3.0,必修,是,是,否,企管二乙,(二)02-04 科航204 陳建文,72.0,70.0, ,4102,CM01122,45750,1,107,1,CB,1071CM0112245750001,['陳建文'],169,279,0.9722222222222222,169_279,4beaeb9cadcfa1ded7ec503848d7fcbb7209476147533ade3111594ced3d12e00e483db2a9c91c2e,"平時(30%)-助教、平時上課
期中考(30%)
期末考(40%)"
